8130:17,302,654,76,616,58,8,866,29,650
8134:17,866,650,518,224,226,138,301,361,899
8137:58,29,81,70,564,224,542,226,508,138
8141:17,302,654,76,616,58,8,866,84,29
8144:17,302,654,616,58,8,866,84,29,650
8150:17,302,8,866,84,29,650,81,70,518
8159:17,302,654,76,616,58,8,866,84,29
8161:17,8,866,650,518,224,226,138,301,361
8163:17,302,654,76,616,58,8,84,29,650
8184:17,302,654,76,616,58,8,866,84,29
8186:654,76,616,58,866,29,650,81,70,564
8200:302,654,76,616,58,8,866,84,29,650
8206:17,302,654,76,616,58,8,866,84,29
8217:17,302,654,76,58,8,866,84,29,650
8224:17,302,654,76,616,58,866,84,29,650
8225:17,302,654,76,616,58,8,866,84,29
8227:17,302,654,76,616,58,8,866,84,29
8229:17,302,76,616,58,8,866,84,29,650
8245:17,8,866,650,518,224,226,138,301,361
8263:17,302,654,76,616,58,8,866,84,29
8264:17,302,654,76,616,58,8,866,84,29
8270:17,302,654,76,616,58,8,866,84,29
8276:17,76,616,58,8,866,84,650,81,564
8285:17,302,654,76,616,58,8,866,84,29
8286:17,302,654,76,616,58,8,866,84,29
8287:17,302,654,76,616,58,8,866,84,29
8290:17,302,654,76,616,58,8,866,84,29
8310:8,224,301,669,262,873,1119,947,409,1410
8314:301,669,698,2139,1119,947,409,378,45,2265
8325:17,302,654,76,616,58,8,866,84,29
8326:302,654,76,616,58,8,84,29,81,70
8334:17,302,654,76,616,58,8,866,84,29
8336:17,866,650,518,224,226,138,301,361,899
8343:302,654,76,616,58,8,866,84,29,650
8347:76,616,8,866,29,650,81,70,564,518
8352:17,302,654,76,616,58,8,866,84,29
8368:17,302,654,76,616,8,866,84,29,650
8380:17,302,654,616,58,8,866,84,29,650
8396:17,302,76,616,58,8,866,650,81,70
8401:302,654,76,616,58,8,84,650,81,70
8406:17,654,76,616,58,8,866,29,650,81
8411:302,654,76,616,58,8,866,84,29,650
8413:17,302,654,76,616,58,8,866,84,29
8435:17,302,654,76,616,58,8,866,84,29
8449:17,302,654,76,616,58,8,866,84,29
8450:17,302,654,76,616,58,8,866,84,29
8476:17,302,654,76,616,58,8,866,84,29
8477:17,302,654,616,58,8,866,84,29,81
8491:81,70,224,226,301,669,262,787,873,1119
8499:17,302,654,76,616,58,8,866,84,29
8500:17,866,650,81,70,518,224,226,138,301
8510:17,302,654,76,616,58,8,866,84,29
8513:17,302,654,76,616,58,8,866,84,29
8517:17,302,654,76,616,58,8,866,84,29
8530:17,302,654,76,58,8,866,84,650,81
8531:302,76,58,8,866,29,650,81,70,564
8534:17,302,654,76,616,58,8,866,84,29
8536:17,302,654,76,616,58,8,866,84,29
8537:17,302,654,76,616,58,8,866,84,29
8552:17,302,654,76,616,58,8,866,84,29
8569:17,302,654,76,616,58,8,866,84,29
8578:500,1539,1131,1957,22,699,7624,814,3661,3842
8581:17,302,654,76,616,58,8,866,84,29
8582:8,866,650,81,70,518,224,542,354,226
8600:17,302,654,76,616,58,8,866,84,29
8603:17,302,654,76,616,58,8,866,84,29
8635:17,302,654,76,616,58,8,866,84,29
8636:17,302,654,616,58,8,866,84,29,650
8637:17,302,654,76,616,58,8,866,84,29
8644:17,302,654,76,616,58,8,866,84,29
8651:302,654,76,616,58,8,866,84,29,650
8660:17,76,616,58,8,866,84,650,81,70
8670:81,70,226,262,873,986,1535,780,1276,5767
8681:302,654,76,8,866,84,29,650,81,70
8692:17,302,654,76,616,58,8,866,84,29
8711:17,302,654,76,616,58,8,866,84,29
8717:17,302,654,76,616,58,8,866,84,29
8718:17,8,866,650,81,70,518,224,226,138
8719:654,616,58,8,84,29,81,564,518,542
8735:17,302,654,76,616,58,8,866,84,29
8736:17,302,654,76,616,58,8,866,84,29
8746:302,76,616,58,8,866,84,29,650,70
8747:302,654,76,616,58,8,866,84,29,650
8755:17,8,866,650,518,224,226,138,301,736
8760:17,302,654,76,616,58,8,866,84,29
8765:17,302,654,76,616,58,8,866,84,29
8768:17,302,654,76,616,58,8,866,84,29
8771:17,302,654,76,58,8,866,29,650,81
8774:17,302,654,76,616,58,866,29,650,81
8782:17,866,650,518,224,226,138,301,361,899
8788:76,58,8,866,84,29,650,70,564,518
8789:17,302,654,76,616,58,8,866,84,29
8790:17,302,654,76,616,58,8,866,84,29
8802:302,654,616,8,866,29,650,81,70,564
8810:17,302,654,76,616,58,8,866,84,29
8812:17,302,654,76,616,58,8,866,84,29
8822:6503,8725,5048,3207,9210,30605,24848,22533,24450,10842
8825:302,654,76,616,58,8,866,84,29,650
8844:17,302,654,76,616,58,8,866,84,29
8850:17,8,866,650,518,224,226,138,301,361
8852:17,302,654,76,616,58,8,866,84,29
8862:17,302,654,76,616,58,8,866,84,29
8863:302,654,58,8,866,29,81,70,564,518
8868:17,302,654,76,616,58,8,866,29,650
8870:17,76,616,58,8,866,29,81,70,564
8872:17,302,654,76,616,58,8,866,84,29
8877:17,302,654,76,616,58,8,866,84,29
8889:17,302,654,76,616,58,8,866,84,29
8890:17,302,654,76,616,58,8,866,84,29
8900:302,654,76,616,58,8,866,84,29,650
8906:17,302,654,76,616,58,8,866,84,650
8912:17,302,654,76,616,58,8,866,84,29
8913:8,262,1119,1276,2548,431,4755,840,1352,2955
8915:17,302,654,76,58,866,29,650,81,70
8916:17,302,654,76,616,58,8,866,84,29
8920:17,302,654,76,616,58,8,866,84,29
8924:17,302,654,76,616,58,8,866,84,29
8931:302,654,76,616,58,8,866,84,29,650
8935:302,654,76,616,58,8,866,84,29,650
8936:17,8,866,650,518,224,226,138,301,361
8958:302,654,76,616,58,8,866,84,29,650
8984:81,70,226,301,669,262,873,947,986,1535
9000:17,302,76,616,8,866,29,650,81,70
9001:17,302,654,76,616,58,8,866,84,29
9013:17,302,654,76,616,58,8,866,84,29
9024:17,302,654,76,616,58,8,866,84,29
9079:17,302,654,76,616,58,8,866,84,29
9085:17,654,76,616,58,8,866,84,29,650
9096:17,302,654,76,616,58,8,866,84,29
9098:17,302,654,76,616,58,8,866,84,29
9106:302,654,76,616,58,8,866,84,29,650
9111:302,654,76,616,58,8,866,84,29,650
9122:17,302,76,58,8,866,84,29,650,81
9128:654,616,58,8,866,84,29,81,70,564
9135:17,302,654,76,616,58,866,84,650,81
9141:17,8,866,650,518,224,226,138,301,361
9152:302,654,76,616,58,8,866,84,29,650
9155:17,302,654,76,58,8,866,84,29,650
9157:8,669,262,1119,947,409,378,931,45,1187
9158:17,302,654,76,616,58,8,866,84,29
9159:17,302,654,76,616,58,8,866,84,29
9160:17,302,8,262,1119,1276,431,2955,1709,3704
9161:17,866,650,518,224,226,138,301,361,899
9171:654,616,58,8,84,29,81,70,564,518
9173:302,654,76,616,58,8,866,84,29,650
9200:17,302,654,76,616,58,8,866,84,29
9224:17,302,654,76,616,58,8,866,84,29
9225:17,302,654,76,616,58,8,866,84,29
9233:17,302,654,76,616,58,8,866,84,29
9236:17,302,654,76,616,58,8,866,84,29
9237:76,8,866,84,29,81,70,518,224,542
9238:302,654,76,616,58,8,866,84,29,650
9245:17,302,654,76,616,58,8,866,84,29
9249:17,302,654,76,616,58,8,866,84,29
9256:302,654,76,616,58,8,866,29,81,70
9276:17,302,654,76,616,58,8,866,84,29
9288:302,654,76,616,58,8,866,84,29,650
9290:17,224,226,301,262,787,873,1119,94,947
9291:302,654,76,616,58,8,866,84,29,650
9310:17,302,654,76,616,58,8,866,84,29
9312:302,654,76,616,58,8,866,84,29,650
9313:17,302,654,76,616,58,8,866,84,29
9331:224,301,669,262,873,947,1410,901,931,168
9333:17,302,654,76,616,58,8,866,84,29
9350:17,302,654,616,58,8,866,84,29,650
9357:8,262,1119,1276,431,1352,2955,1709,3704,1127
9359:302,654,616,58,8,866,84,29,81,70
9364:17,302,654,76,616,58,8,866,84,29
9368:17,302,654,76,616,58,8,866,84,29
9369:17,302,654,76,616,58,8,866,84,29
9371:302,654,76,616,58,866,29,650,81,564
9381:17,302,654,76,616,58,8,866,84,29
9389:17,302,654,76,616,58,8,866,84,29
9394:654,76,616,58,8,866,84,29,650,81
9400:17,302,76,58,8,866,84,29,81,70
9402:224,301,669,262,873,947,1410,901,931,168
9420:302,654,76,616,58,8,866,84,29,650
9431:17,302,654,76,616,58,8,866,84,29
9432:17,302,654,76,616,58,8,866,29,650
9433:17,8,866,650,518,224,226,138,301,361
9437:17,302,654,76,616,58,8,866,84,29
9442:17,302,654,76,616,58,8,866,84,29
9443:302,654,76,58,8,866,84,29,650,81
9451:302,76,616,58,8,866,84,29,650,81
9473:17,302,866,650,70,518,224,226,138,301
9474:500,1539,1131,1957,22,699,7624,814,3661,3842
9486:224,226,301,669,262,787,873,1119,94,947
9487:17,302,654,76,616,58,8,866,84,29
9489:17,654,76,616,58,8,866,84,29,650
9494:17,302,654,76,616,58,8,866,84,29
9498:17,302,654,76,616,58,8,866,84,29
9499:17,302,654,76,616,58,8,866,84,29
9500:17,302,654,76,616,58,8,866,84,29
9507:17,302,654,76,616,58,8,866,84,29
9514:8,262,1119,1276,431,1352,2955,1709,3704,1127
9525:17,302,654,76,616,58,8,866,84,29
9528:17,302,654,76,616,58,8,866,84,29
9531:17,8,866,650,81,70,518,224,226,138
9535:17,302,654,76,616,58,8,866,84,29
9538:17,302,654,58,8,866,84,29,650,81
9541:17,302,654,76,616,58,8,866,84,29
9553:17,302,654,76,616,58,8,866,84,29
9568:17,866,650,518,224,226,138,301,361,899
9570:17,302,654,76,616,58,8,866,84,29
9571:17,302,654,76,616,58,8,866,84,29
9573:17,302,654,76,616,58,8,866,84,29
9576:17,302,654,76,616,58,8,866,84,29
9580:17,302,654,76,616,58,866,84,29,650
9590:17,302,58,866,29,650,81,70,518,224
9593:302,654,76,616,58,8,866,84,29,650
9606:17,302,654,76,616,58,8,866,84,29
9612:302,76,616,58,8,866,29,650,81,70
9613:17,302,654,76,616,58,8,866,84,29
9614:81,70,226,262,873,986,1535,780,1276,5767
9630:17,866,650,518,224,226,138,301,361,899
9665:17,58,8,866,84,29,650,81,70,518
9666:17,302,654,76,616,58,8,866,84,29
9668:17,302,654,76,616,58,8,866,84,29
9680:17,302,654,616,58,8,866,84,29,650
9685:17,302,654,76,616,58,8,866,84,29
9693:17,302,654,76,616,58,8,866,84,29
9694:17,302,654,76,616,58,8,866,84,29
9696:17,866,650,518,224,226,138,301,361,899
9711:17,302,654,76,616,58,8,866,84,29
9722:17,302,654,76,616,58,8,866,84,29
9727:17,302,654,76,616,58,8,866,84,29
9742:17,302,654,76,616,58,8,866,84,29
9745:17,654,58,866,84,81,70,564,518,224
9752:224,226,301,669,262,787,873,1119,94,947
9753:17,302,654,76,616,58,8,866,84,29
9755:17,654,76,616,58,8,866,84,29,650
9757:17,302,654,76,616,58,8,866,84,29
9786:302,654,76,616,58,8,84,29,650,81
9808:17,302,654,76,616,58,8,866,84,29
9810:224,669,262,873,947,1410,901,931,780,429
9812:302,76,616,58,8,866,84,29,650,81
9813:17,302,654,76,616,58,8,866,84,29
9818:17,302,654,76,616,58,8,866,84,29
9820:17,302,654,76,616,58,8,866,84,29
9824:17,866,650,518,224,226,138,301,736,361
9827:17,302,654,76,616,58,8,866,84,29
9831:17,302,654,76,616,58,8,866,84,29
9834:17,302,654,76,616,58,8,866,84,29
9837:17,654,76,616,8,866,84,29,650,81
9839:17,302,654,76,616,58,8,866,84,29
9840:17,302,654,76,616,58,8,866,84,29
9864:17,654,76,616,58,8,866,84,29,650
9879:17,302,654,76,616,58,8,866,84,29
9890:17,302,654,58,8,866,84,29,650,81
9891:654,76,616,58,8,866,29,81,70,564
9892:17,302,654,76,616,58,8,866,84,29
9896:17,302,654,76,616,58,8,866,84,29
9899:302,654,76,616,58,8,866,84,29,650
9900:17,302,654,616,8,866,84,29,650,81
9911:17,302,654,76,616,58,8,866,84,29
9926:302,654,76,58,8,866,84,29,650,81
9927:650,564,518,224,226,1102,508,138,736,6
9929:302,654,76,616,58,8,866,84,29,81
9944:17,302,654,76,616,58,8,866,84,29
9945:17,8,866,650,518,224,226,138,301,361
9946:17,8,866,650,518,224,226,138,301,361
9961:17,302,654,76,616,58,8,866,84,29
9984:17,866,650,518,224,226,138,301,361,899
10030:302,654,76,616,8,866,84,29,650,81
10040:17,866,650,518,224,226,138,301,736,361
10050:17,302,654,76,616,58,8,866,84,29
10051:17,302,654,76,616,58,8,866,84,29
10073:17,302,654,76,616,58,8,866,84,29
10078:17,302,654,76,616,58,8,866,84,29
10082:302,654,76,616,58,8,866,84,29,650
10084:224,226,301,669,698,262,787,873,2139,1119
10086:17,302,654,76,616,58,8,866,84,29
10088:17,866,650,518,224,226,138,301,361,899
10090:17,866,650,518,224,226,138,301,361,899
10110:302,654,76,616,58,8,866,84,29,650
10111:17,302,654,76,616,58,8,866,84,29
10115:17,302,654,76,616,58,8,866,84,29
10117:17,302,654,76,616,58,8,866,84,29
10130:17,302,654,76,616,58,8,866,84,29
10132:17,302,654,76,616,58,8,866,84,29
10133:6503,8725,5048,3207,9210,30605,24848,22533,24450,10842
10136:17,302,654,616,58,8,866,84,29,650
10140:17,302,654,76,616,58,8,866,84,29
10148:17,302,654,76,616,58,8,866,84,29
10155:17,302,654,76,616,58,8,866,84,29
10156:17,8,866,650,518,224,226,138,301,361
10194:302,654,76,616,58,8,866,29,650,81
10196:302,76,616,58,8,866,84,29,650,81
10200:17,302,654,76,616,58,8,866,84,29
10210:17,302,654,76,616,58,8,866,84,29
10233:224,226,301,669,262,787,873,1119,500,947
10235:17,8,866,650,518,224,226,138,301,361
10236:17,866,650,518,224,226,138,301,361,899
10237:17,302,654,76,616,58,8,866,29,650
10249:17,302,654,76,616,58,8,866,84,29
10254:17,302,654,76,616,58,8,866,84,29
10267:76,616,8,866,29,650,81,564,518,224
10275:17,302,654,76,616,58,8,866,84,29
10276:302,654,616,58,866,84,29,650,81,70
10279:17,302,654,76,616,58,8,866,84,29
10302:76,616,58,8,866,84,650,81,70,564
10303:301,669,947,1276,225,2955,1539,385,1402,3307
10304:17,302,654,76,616,58,8,866,84,29
10306:17,654,616,8,866,84,29,650,81,70
10313:17,302,654,76,616,58,8,866,84,29
10317:302,654,76,616,58,8,866,84,29,650
10335:8,81,70,224,226,301,669,262,787,873
10339:654,76,616,58,29,650,81,70,564,518
10342:17,302,654,76,616,8,866,84,29,650
10346:224,669,262,873,947,1410,901,931,780,429
10359:302,654,76,616,58,8,866,84,650,81
10364:17,302,654,76,616,58,8,866,84,29
10366:654,76,58,866,84,29,650,81,70,564
10371:17,866,650,81,70,518,224,226,138,301
10377:17,302,654,76,616,58,8,866,84,29
10378:301,947,168,45,429,719,353,1002,953,1539
10387:17,302,654,76,616,58,8,866,84,29
10388:17,302,654,76,616,58,8,866,84,29
10392:17,302,654,76,616,58,8,866,84,29
10408:224,669,262,873,947,1410,901,931,780,429
10420:17,302,654,76,58,8,866,84,29,650
10427:17,302,654,76,616,58,8,866,84,29
10439:76,8,866,84,29,650,81,70,564,518
10445:17,302,654,76,616,58,866,84,29,650
10454:17,302,654,76,616,58,8,866,84,29
10471:17,302,654,76,616,58,8,866,29,650
10478:17,302,76,616,58,8,866,84,650,81
10479:301,947,168,45,429,719,353,1002,953,1539
10480:17,302,654,76,58,8,866,84,29,650
10488:302,654,76,616,58,8,866,84,29,650
10502:17,302,654,76,616,58,8,866,84,29
10513:17,302,654,76,616,58,8,866,84,29
10523:17,302,654,76,616,58,8,866,84,29
10543:17,302,654,76,616,58,8,866,84,29
10554:17,302,654,76,616,58,8,866,84,29
10563:302,654,616,58,8,866,84,29,650,81
10564:302,654,616,58,8,866,84,29,650,81
10570:17,76,616,58,8,866,84,29,650,81
10573:224,226,301,669,262,787,873,1119,94,947
10580:17,302,654,76,616,58,8,866,84,29
10636:302,654,76,616,8,866,84,29,650,81
10655:17,302,654,76,616,58,8,866,84,29
10691:17,302,654,76,616,58,8,866,84,29
10693:17,302,654,76,8,866,84,29,650,81
10698:17,302,654,76,58,8,866,84,29,650
10707:17,302,654,76,616,58,8,866,84,29
10710:76,616,58,8,650,81,70,564,518,542
10726:8,224,226,301,669,262,787,873,1119,94
10747:301,947,168,45,429,719,353,1002,953,1539
10758:17,302,654,76,616,58,8,866,84,29
10770:17,302,654,76,616,58,8,866,84,29
10779:17,302,654,76,616,58,8,866,84,29
10794:17,302,654,76,616,58,8,866,84,29
10801:17,866,650,518,224,226,138,301,361,899
10807:17,302,654,76,616,58,8,866,84,29
10820:17,302,654,76,616,58,8,866,84,29
10842:17,866,650,518,224,226,138,301,361,899
10843:17,302,654,76,616,58,8,866,84,29
10844:17,866,650,518,224,226,138,301,361,899
10845:17,302,654,76,616,58,8,866,84,29
10854:301,669,500,947,409,378,931,45,1187,398
10858:17,302,654,76,616,58,8,866,84,29
10871:17,302,654,76,616,58,8,866,84,29
10892:17,302,654,76,616,58,8,866,84,29
10905:17,302,654,76,616,58,8,866,84,29
10908:17,302,654,76,616,58,866,84,29,650
10913:17,302,654,76,616,58,8,866,84,29
10920:302,654,76,616,58,8,866,84,29,650
10955:17,302,654,76,616,58,8,866,84,29
10956:302,654,76,616,58,866,84,29,650,81
10968:17,302,654,76,616,58,8,866,84,29
10991:17,302,654,76,616,58,8,866,84,29
10999:17,654,76,616,58,866,84,29,81,70
11000:17,302,654,76,616,58,8,866,84,29
11022:302,654,76,616,58,8,866,84,29,650
11034:17,654,76,58,8,866,84,29,81,70
11037:17,302,654,76,616,58,8,866,84,29
11047:17,302,654,76,616,58,8,866,84,29
11055:17,302,654,76,616,58,8,866,84,29
11099:17,302,654,76,616,58,8,866,84,29
11105:302,654,76,616,8,866,29,650,81,70
11110:17,866,650,518,224,226,138,301,361,899
11118:17,866,650,518,224,226,138,301,736,361
11132:17,302,654,76,616,58,8,866,84,29
11134:17,302,654,76,616,58,8,866,84,29
11135:17,302,654,76,616,58,8,866,84,29
11149:302,654,76,616,58,8,866,650,81,70
11150:17,866,650,518,224,226,138,301,361,899
11193:224,226,301,669,262,787,873,1119,94,947
11211:17,866,650,518,224,226,138,301,361,899
11222:17,302,654,76,616,58,8,866,84,29
11228:17,302,654,76,616,58,8,866,84,29
11240:17,302,654,76,616,58,8,866,84,29
11259:17,302,654,76,616,58,8,866,84,29
11264:17,654,76,616,58,8,866,84,29,650
11273:76,616,58,866,84,29,650,81,70,564
11278:17,302,654,76,616,58,8,866,84,29
11279:226,301,669,787,873,1119,947,94,931,168
11280:17,302,654,76,616,58,8,866,84,29
11287:302,654,76,616,58,8,866,29,650,81
11332:8,262,1119,1276,431,1352,2955,1709,3704,1127
11360:17,302,654,76,616,58,8,866,84,29
11363:17,302,654,76,616,58,8,866,84,29
11378:17,302,654,76,616,58,8,866,84,29
11388:17,302,654,76,616,58,8,866,84,29
11394:17,302,654,76,616,58,8,866,84,29
11404:17,302,654,76,616,58,8,866,84,29
11414:17,302,654,76,616,58,8,866,84,29
11418:17,302,654,76,616,58,8,866,84,29
11419:302,654,76,616,58,8,866,84,29,650
11426:17,302,654,76,616,58,8,866,84,29
11427:81,70,226,698,262,873,2139,1119,986,409
11428:17,302,654,76,616,58,8,866,84,29
11431:17,302,654,76,616,58,8,866,84,29
11437:17,302,654,76,616,58,8,866,84,29
11439:17,302,654,76,616,58,8,866,84,29
11444:17,654,76,616,58,8,866,84,29,650
11458:17,302,654,76,616,58,8,866,84,29
11462:17,302,654,76,616,58,8,866,84,29
11463:76,58,866,29,81,224,542,354,226,508
11484:17,302,654,76,616,58,8,866,84,29
11507:17,302,654,616,58,8,866,84,29,650
11510:17,654,76,616,58,866,84,29,650,81
11511:17,302,654,76,616,58,8,866,84,29
11525:17,302,654,76,616,58,8,866,84,650
11529:17,302,654,76,616,58,8,866,84,29
11535:302,654,76,616,58,8,866,84,29,650
11537:17,8,866,650,518,224,226,138,301,361
11538:17,76,616,58,8,866,84,29,650,81
11540:224,226,301,669,262,787,873,1119,94,947
11552:302,654,76,616,58,8,866,84,29,650
11554:17,866,650,518,224,226,138,301,736,361
11558:17,302,654,76,616,58,8,866,84,29
11569:76,616,8,866,29,650,81,564,518,224
11584:17,302,654,76,8,866,84,29,650,81
11586:17,302,654,76,616,58,8,866,84,29
11603:17,302,654,76,616,58,8,866,84,29
11606:654,58,866,84,29,650,81,70,564,518
11614:17,302,654,76,616,58,8,866,84,29
11616:17,302,654,76,616,58,8,866,84,29
11651:17,302,654,76,616,58,8,866,84,29
11657:17,302,654,76,616,58,8,866,84,29
11660:17,76,616,58,8,866,84,650,81,70
11670:17,302,654,76,616,58,8,866,84,29
11676:17,302,654,76,616,58,8,866,84,29
11685:17,302,654,76,616,58,8,866,84,29
11699:17,866,650,518,224,226,138,301,361,899
11700:302,654,76,616,58,8,866,84,29,81
11716:302,654,76,616,58,8,866,84,29,650
11719:17,302,654,76,616,58,8,866,84,29
11723:17,302,654,76,616,58,8,866,84,29
11738:17,302,654,76,616,58,8,866,29,650
11749:81,70,224,226,669,262,873,947,986,1410
11775:17,302,654,76,616,58,8,866,84,29
11781:17,654,616,58,8,866,84,29,81,70
11788:17,866,650,518,224,226,138,301,361,899
11795:17,302,654,76,616,58,8,866,84,29
11799:17,302,654,76,616,58,8,866,84,29
11818:17,302,654,76,616,58,8,866,84,29
11825:17,302,654,76,616,58,8,866,84,29
11835:17,76,616,58,8,866,84,29,650,81
11836:17,866,650,518,224,226,138,301,361,899
11838:17,302,654,76,616,58,8,866,84,29
11839:17,302,654,76,616,58,8,866,84,29
11843:17,8,866,650,518,224,226,138,301,736
11844:17,302,654,76,616,58,8,866,84,29
11847:17,302,654,76,616,58,8,866,84,29
11851:301,947,168,45,429,719,353,1002,953,1539
11856:17,302,654,76,616,58,8,866,84,29
11863:17,302,654,76,616,58,8,866,84,29
11864:17,302,654,76,616,58,8,866,84,29
11865:17,302,616,58,8,866,84,29,650,70
11883:226,301,669,787,873,1119,947,94,931,103
11884:81,70,224,226,301,669,262,873,947,986
11885:17,302,654,76,616,58,8,866,84,29
11892:17,866,650,518,224,226,138,301,361,899
11893:17,302,654,76,616,58,8,866,84,29
11896:17,302,654,616,58,8,84,29,650,81
11910:302,654,76,616,58,8,866,84,29,650
11913:17,302,654,76,616,58,8,866,84,29
11922:17,302,654,76,616,8,866,84,29,650
11928:17,302,654,76,616,58,8,866,84,29
11929:654,8,866,84,29,650,81,564,518,224
11939:17,302,654,76,616,58,8,866,84,29
11956:654,76,616,8,866,84,29,650,81,70
11962:17,866,650,518,224,226,138,301,361,899
11968:17,302,654,76,616,58,8,866,84,29
11972:17,302,654,76,616,58,8,866,84,29
11979:17,302,654,76,616,58,8,866,84,29
11983:17,654,76,616,58,8,866,84,650,81
11988:302,654,76,616,58,8,866,84,29,81
11990:226,301,669,787,873,1119,947,94,931,45
11996:6503,8725,5048,3207,9210,30605,24848,22533,24450,10842
11999:17,302,654,76,616,58,8,866,84,29
12008:17,302,654,76,616,58,8,866,84,29
12010:17,302,654,76,616,58,8,866,84,29
12011:17,302,654,76,616,58,8,866,84,29
12027:17,302,654,616,58,8,866,84,29,650
12028:654,76,8,866,84,650,81,70,564,518
12037:17,302,654,76,616,8,866,84,29,81
12047:17,302,654,76,616,58,8,866,84,29
12050:17,654,76,616,866,650,81,70,564,518
12067:17,866,650,518,224,226,138,301,361,899
12084:17,654,76,8,866,84,29,650,81,70
12094:17,866,650,518,224,226,138,301,361,899
12130:17,302,654,76,616,58,8,866,84,29
12170:17,302,654,616,58,8,866,84,29,650
12199:17,302,654,76,616,58,8,866,84,29
12211:17,866,650,518,224,226,138,301,361,899
12213:17,866,650,518,224,226,138,301,361,899
12232:17,302,654,76,8,866,84,29,650,81
12234:17,302,654,76,616,58,8,866,84,29
12235:17,302,76,616,58,8,866,84,29,650
12237:17,866,650,518,224,226,138,301,361,899
12239:17,302,654,76,616,58,8,866,84,29
12263:17,302,654,76,616,58,8,866,84,29
12268:17,302,654,76,616,58,8,866,84,29
12271:17,302,654,76,616,58,8,866,84,29
12272:17,302,654,76,616,58,8,866,84,29
12296:17,302,654,76,616,58,8,866,84,29
12310:17,302,654,76,616,58,8,866,29,650
12327:17,302,654,616,58,8,866,84,29,650
12328:17,302,654,76,616,58,8,866,84,29
12356:17,302,654,76,616,58,8,866,84,29
12360:302,654,76,616,58,8,866,84,650,81
12364:302,654,76,58,8,866,84,29,650,81
12373:17,866,650,518,224,226,138,301,361,899
12375:17,302,654,76,616,58,8,866,84,29
12376:8,301,669,698,262,2139,1119,947,409,378
12379:17,302,654,76,616,58,8,866,84,29
12406:17,302,654,76,616,58,8,866,84,29
12416:302,654,76,616,58,866,84,29,650,81
12428:17,302,654,76,616,58,8,866,84,29
12433:17,302,654,76,616,58,8,866,84,29
12443:17,302,654,76,616,58,8,866,84,29
12453:302,654,76,616,58,8,866,29,650,81
12464:17,302,654,76,616,58,8,866,84,29
12467:17,302,654,76,616,58,8,866,84,29
12474:17,302,654,76,616,58,8,866,84,29
12480:17,302,654,76,616,58,8,866,84,29
12496:17,302,654,76,616,58,8,866,84,29
12498:17,302,654,76,616,58,8,866,84,29
12505:17,866,650,518,224,226,138,301,361,899
12512:654,76,616,58,8,866,84,650,81,70
12531:17,302,654,76,616,58,8,866,84,29
12532:17,8,866,650,518,224,226,138,301,361
12533:76,616,58,8,866,29,650,81,70,564
12534:17,302,654,76,616,58,8,866,84,29
12536:17,302,76,616,58,866,84,29,650,81
12540:17,654,76,616,58,8,866,84,29,650
12541:17,302,654,76,616,58,8,866,84,29
12544:17,302,654,76,616,58,866,84,29,650
12549:17,302,654,76,616,58,8,84,29,650
12552:17,302,654,76,616,58,8,866,84,29
12555:17,866,650,81,70,518,224,226,138,301
12556:17,302,654,76,616,58,8,866,29,650
12559:302,654,76,616,58,8,866,84,29,650
12562:17,866,650,518,224,226,138,301,361,899
12564:76,616,58,8,866,84,81,70,564,518
12568:17,302,654,76,616,58,8,866,84,29
12573:17,302,654,76,616,58,8,866,84,29
12587:302,654,76,616,58,8,866,84,29,650
12595:17,302,654,76,616,58,8,866,84,29
12601:17,302,654,76,616,58,8,866,84,29
12604:302,76,866,84,29,650,81,70,564,518
12616:17,302,654,76,616,58,8,866,84,29
12622:17,302,654,76,616,8,866,84,29,650
12628:301,947,168,45,429,719,353,1002,953,1539
12630:17,302,654,76,616,58,8,866,84,29
12642:17,654,76,616,8,866,29,650,81,70
12660:17,302,654,76,616,58,8,866,84,29
12662:17,302,654,76,616,58,8,866,84,29
12663:17,302,654,76,616,58,8,866,84,29
12669:17,302,654,76,616,58,8,866,84,29
12676:17,302,654,76,616,58,8,866,84,29
12700:17,302,654,76,616,58,8,866,84,29
12701:17,302,654,76,616,58,866,84,29,650
12723:17,866,650,518,224,226,138,301,361,899
12725:17,302,654,76,616,58,8,866,84,29
12739:17,302,654,76,616,58,8,866,84,29
12753:17,302,654,616,58,8,866,84,29,650
12754:301,947,168,45,429,719,353,1002,953,1539
12761:17,302,654,76,616,58,8,866,84,29
12766:17,302,654,76,616,58,8,866,84,29
12767:669,947,409,378,931,45,1187,398,353,953
12773:17,302,654,76,616,58,8,866,84,29
12779:81,70,224,226,301,669,262,873,947,986
12780:17,302,654,76,616,58,8,866,84,29
12794:17,302,654,76,616,58,8,866,84,29
12795:17,654,76,616,58,8,866,84,29,650
12796:17,302,654,76,616,58,8,866,84,29
12799:301,947,168,45,429,719,353,1002,953,1539
12804:17,302,654,76,616,58,8,866,84,29
12807:17,866,650,518,224,226,138,301,361,899
12811:17,302,654,76,616,58,8,84,650,81
12836:17,302,654,76,616,58,8,866,84,29
12841:17,302,654,76,616,58,8,866,84,29
12852:17,302,654,76,616,58,8,866,84,29
12860:654,76,616,58,866,29,650,81,70,564
12885:302,654,616,58,8,866,84,29,650,70
12892:302,654,76,616,58,8,866,84,29,81
12898:17,302,654,76,616,58,8,866,84,29
